Volatility 3 Framework 2.26.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
** 11908	1548	svchost.exe	0xbc88f62ca080	10	-	0	False	2025-09-27 10:57:14.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p -s SSDPSRV	C:\WINDOWS\system32\svchost.exe
** 26756	1548	svchost.exe	0xbc8911f60080	6	-	0	False	2025-09-30 08:44:08.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k GPSvcGroup	C:\WINDOWS\system32\svchost.exe
** 16012	1548	svchost.exe	0xbc88f5c99080	11	-	0	False	2025-09-27 10:57:24.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UsoSvc	C:\WINDOWS\system32\svchost.exe
** 10892	1548	NVDisplay.Cont	0xbc890aeed080	38	-	0	False	2025-09-29 08:51:42.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\nvhdc.inf_amd64_b6a81ea386120cb4\Display.NvContainer\NVDisplay.Container.exe	C:\WINDOWS\System32\DriverStore\FileRepository\nvhdc.inf_amd64_b6a81ea386120cb4\Display.NvContainer\NVDisplay.Container.exe -s NVDisplay.ContainerLocalSystem -f C:\ProgramData\NVIDIA\NVDisplay.ContainerLocalSystem.log -l 3 -d C:\WINDOWS\System32\DriverStore\FileRepository\nvhdc.inf_amd64_b6a81ea386120cb4\Display.NvContainer\plugins\LocalSystem -r -p 30000 -cfg NVDisplay.ContainerLocalSystem\LocalSystem /ert	C:\WINDOWS\System32\DriverStore\FileRepository\nvhdc.inf_amd64_b6a81ea386120cb4\Display.NvContainer\NVDisplay.Container.exe
*** 10336	10892	NVDisplay.Cont	0xbc891552b080	32	-	3	False	2025-09-29 17:01:31.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\nvhdc.inf_amd64_b6a81ea386120cb4\Display.NvContainer\NVDisplay.Container.exe	"C:\WINDOWS\System32\DriverStore\FileRepository\nvhdc.inf_amd64_b6a81ea386120cb4\Display.NvContainer\NVDisplay.Container.exe" -f %ProgramData%\NVIDIA\DisplaySessionContainer%d.log -d C:\WINDOWS\System32\DriverStore\FileRepository\nvhdc.inf_amd64_b6a81ea386120cb4\Display.NvContainer\plugins\Session -r -l 3 -p 30000 -cfg NVDisplay.ContainerLocalSystem\Session /ert -c	C:\WINDOWS\System32\DriverStore\FileRepository\nvhdc.inf_amd64_b6a81ea386120cb4\Display.NvContainer\NVDisplay.Container.exe
*** 10732	10892	dbInstaller.ex	0xbc88ffc5a080	0	-	0	False	2025-09-29 08:51:42.000000 UTC	2025-09-29 08:51:42.000000 UTC	\Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\nvhdc.inf_amd64_099fefb828187fdc\dbInstaller.exe	-	-
** 6296	1548	svchost.exe	0xbc88f3c0c080	7	-	0	False	2025-09-27 10:57:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s LanmanServer	C:\WINDOWS\system32\svchost.exe
** 15004	1548	svchost.exe	0xbc88fbbac080	16	-	0	False	2025-09-27 11:04:22.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k netsvcs	C:\WINDOWS\System32\svchost.exe
** 5284	1548	spoolsv.exe	0xbc88ecd99080	9	-	0	False	2025-09-27 10:57:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\spoolsv.exe	C:\WINDOWS\System32\spoolsv.exe	C:\WINDOWS\System32\spoolsv.exe
** 9384	1548	svchost.exe	0xbc88f29b5080	5	-	0	False	2025-09-27 10:57:12.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Appinfo	C:\WINDOWS\system32\svchost.exe
** 16552	1548	SecurityHealth	0xbc88f81e2080	12	-	0	False	2025-09-27 10:57:25.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthService.exe	C:\WINDOWS\system32\SecurityHealthService.exe	C:\WINDOWS\system32\SecurityHealthService.exe
** 10416	1548	svchost.exe	0xbc88c1fcd080	13	-	0	False	2025-09-27 10:57:13.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s PcaSvc	C:\WINDOWS\system32\svchost.exe
** 2228	1548	svchost.exe	0xbc88f2ba6080	14	-	0	False	2025-09-27 10:57:09.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k NetworkService -p	C:\WINDOWS\system32\svchost.exe
** 5304	1548	svchost.exe	0xbc88f0ed2080	12	-	0	False	2025-09-27 10:59:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k NetworkService -p	C:\WINDOWS\System32\svchost.exe
** 2236	1548	svchost.exe	0xbc88f0dce080	7	-	0	False	2025-09-27 10:57:09.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService	C:\WINDOWS\System32\svchost.exe
** 2244	1548	svchost.exe	0xbc88ecf9b0c0	4	-	0	False	2025-09-27 10:57:09.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc	C:\WINDOWS\system32\svchost.exe
** 4292	1548	svchost.exe	0xbc88ed144080	1	-	0	False	2025-09-27 10:57:09.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s SharedAccess	C:\WINDOWS\System32\svchost.exe
** 4812	1548	svchost.exe	0xbc8919dd1080	3	-	0	False	2025-09-30 07:02:38.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts	C:\WINDOWS\System32\svchost.exe
** 5328	1548	svchost.exe	0xbc88ecdcc080	6	-	0	False	2025-09-27 10:57:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation	C:\WINDOWS\System32\svchost.exe
** 3796	1548	svchost.exe	0xbc88f2f1a080	4	-	0	False	2025-09-27 10:57:09.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k NetSvcs -s nvagent	C:\WINDOWS\system32\svchost.exe
** 6372	1548	jhi_service.ex	0xbc88ec877080	2	-	0	False	2025-09-27 10:57:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe	C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe	C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe
** 7916	1548	svchost.exe	0xbc88f32d4080	6	-	0	False	2025-09-27 10:57:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k osprivacy -p -s camsvc	C:\WINDOWS\system32\svchost.exe
** 1776	1548	svchost.exe	0xbc88f0a57080	21	-	0	False	2025-09-27 10:57:09.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p	C:\WINDOWS\system32\svchost.exe
*** 5888	1776	explorer.exe	0xbc89103d0080	17	-	3	False	2025-09-30 08:45:32.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\explorer.exe	C:\WINDOWS\explorer.exe /factory,{5BD95610-9434-43C2-886C-57852CC8A120} -Embedding	C:\WINDOWS\explorer.exe
*** 24196	1776	backgroundTask	0xbc8919ba9080	12	-	3	False	2025-09-30 07:02:41.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\backgroundTaskHost.exe	"C:\WINDOWS\system32\backgroundTaskHost.exe" -ServerName:App.AppXe9cvj1thv1hmcw0cs98xm3r97tyzy2xs.mca	C:\WINDOWS\system32\backgroundTaskHost.exe
*** 17284	1776	backgroundTask	0xbc891863a080	12	-	3	False	2025-09-30 07:04:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\backgroundTaskHost.exe	"C:\WINDOWS\system32\backgroundTaskHost.exe" -ServerName:Global.IrisService.AppXwt29n3t7x7q6fgyrrbbqxwzkqjfjaw4y.mca	C:\WINDOWS\system32\backgroundTaskHost.exe
*** 26104	1776	RuntimeBroker.	0xbc891903b080	4	-	3	False	2025-09-30 07:20:40.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 15628	1776	unsecapp.exe	0xbc890080f080	3	-	3	False	2025-09-30 07:02:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\wbem\unsecapp.exe	C:\WINDOWS\system32\wbem\unsecapp.exe -Embedding	C:\WINDOWS\system32\wbem\unsecapp.exe
*** 15244	1776	OpenConsole.ex	0xbc8903b1c080	6	-	3	False	2025-09-30 07:40:06.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.12111.0_x64__8wekyb3d8bbwe\OpenConsole.exe	"C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.12111.0_x64__8wekyb3d8bbwe\OpenConsole.exe" -Embedding	C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.12111.0_x64__8wekyb3d8bbwe\OpenConsole.exe
*** 7952	1776	HpSystemManage	0xbc8913b2f080	22	-	3	False	2025-09-30 07:03:01.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\AD2F1837.HPThermalControl_1.11.60.0_x64__v10z8vjag6ke6\HpSystemManagement.exe	"C:\Program Files\WindowsApps\AD2F1837.HPThermalControl_1.11.60.0_x64__v10z8vjag6ke6\HpSystemManagement.exe" -ServerName:App.AppXmcvs2p9zyves5qdatny8ncvx7p1ttnbe.mca	C:\Program Files\WindowsApps\AD2F1837.HPThermalControl_1.11.60.0_x64__v10z8vjag6ke6\HpSystemManagement.exe
*** 21268	1776	RuntimeBroker.	0xbc8915ebe080	57	-	3	False	2025-09-30 07:02:41.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 23832	1776	PhoneExperienc	0xbc8919c2b080	30	-	3	False	2025-09-30 07:02:43.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.YourPhone_1.25082.142.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe	"C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25082.142.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe" -ComServer:Background -Embedding	C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25082.142.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe
*** 6688	1776	RuntimeBroker.	0xbc891835b080	10	-	3	False	2025-09-30 08:44:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 10660	1776	WindowsTermina	0xbc8917de8080	0	-	3	False	2025-09-30 07:40:06.000000 UTC	2025-09-30 07:40:30.000000 UTC	\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.12111.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe	-	-
*** 3752	1776	StartMenuExper	0xbc891770c080	27	-	3	False	2025-09-30 07:02:40.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe	"C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca	C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
*** 10792	1776	dllhost.exe	0xbc88f5dc0080	6	-	3	False	2025-09-30 08:02:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dllhost.exe	"C:\WINDOWS\system32\DllHost.exe" /Processid:{CB3B0003-8088-4EDE-8769-8B354AB2FF8C}	C:\WINDOWS\system32\DllHost.exe
*** 2088	1776	RuntimeBroker.	0xbc89105020c0	4	-	3	False	2025-09-30 08:04:06.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 4780	1776	RuntimeBroker.	0xbc891acb0080	4	-	3	False	2025-09-30 07:03:15.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 1708	1776	Video.UI.exe	0xbc88fc5350c0	28	-	3	False	2025-09-30 08:04:06.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.ZuneVideo_10.25081.10131.0_x64__8wekyb3d8bbwe\Video.UI.exe	"C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.25081.10131.0_x64__8wekyb3d8bbwe\Video.UI.exe" -ServerName:Microsoft.ZuneVideo.AppX758ya5sqdjd98rx6z7g95nw6jy7bqx9y.mca	C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.25081.10131.0_x64__8wekyb3d8bbwe\Video.UI.exe
*** 18872	1776	TextInputHost.	0xbc8914196080	70	-	3	False	2025-09-30 07:02:50.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe	"C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe" -ServerName:InputApp.AppXk0k6mrh4r2q0ct33a9wgbez0x7v9cz5y.mca	C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe
*** 7100	1776	WmiPrvSE.exe	0xbc88f20a0080	6	-	0	False	2025-09-27 10:57:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\wbem\WmiPrvSE.exe	C:\WINDOWS\system32\wbem\wmiprvse.exe	C:\WINDOWS\system32\wbem\wmiprvse.exe
*** 11336	1776	WidgetService.	0xbc8914482080	7	-	3	False	2025-09-30 07:02:40.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe	"C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe" -RegisterProcessAsComServer -Embedding	C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe
*** 15056	1776	UserOOBEBroker	0xbc88dc08a080	3	-	3	False	2025-09-30 07:02:40.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\oobe\UserOOBEBroker.exe	C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding	C:\Windows\System32\oobe\UserOOBEBroker.exe
*** 15312	1776	LockApp.exe	0xbc8915d86080	29	-	3	False	2025-09-30 07:02:41.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe	"C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe" -ServerName:WindowsDefaultLockScreen.AppX7y4nbzq37zn4ks9k7amqjywdat7d3j2z.mca	C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe
*** 24408	1776	RuntimeBroker.	0xbc8914403080	4	-	3	False	2025-09-30 07:02:57.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 7384	1776	unsecapp.exe	0xbc88f224a080	4	-	0	False	2025-09-27 10:57:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\wbem\unsecapp.exe	C:\WINDOWS\system32\wbem\unsecapp.exe -Embedding	C:\WINDOWS\system32\wbem\unsecapp.exe
*** 23932	1776	ShellExperienc	0xbc88e5fa9080	32	-	3	False	2025-09-30 07:29:00.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe	"C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca	C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
*** 25180	1776	Widgets.exe	0xbc89159f1080	19	-	3	False	2025-09-30 07:02:40.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.24401.50.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe	"C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.24401.50.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe" -ServerName:Microsoft.Windows.DashboardServer	C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.24401.50.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe
**** 4476	25180	msedgewebview2	0xbc8913c50080	50	-	3	False	2025-09-30 07:03:41.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe	"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe" --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=525.24401.20.0 --user-data-dir="C:\Users\Digital Forensic\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView" --noerrdialogs --disk-cache-size=52428800 --edge-webview-is-background --lang=en-US --mojo-named-platform-channel-pipe=25180.23968.5957835058219883379 /pfhostedapp:59b9fb7f56690f2a89e886870b40d2fe9621fa73	C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe
***** 18792	4476	msedgewebview2	0xbc89107d4080	9	-	3	False	2025-09-30 08:19:10.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe	"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --noerrdialogs --user-data-dir="C:\Users\Digital Forensic\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView" --webview-exe-name=Widgets.exe --webview-exe-version=525.24401.20.0 --embedded-browser-webview=1 --no-pre-read-main-dll --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3872,i,355727928572339387,11340224066850774046,524288 --field-trial-handle=1400,i,9130531721030091706,7683386846139814695,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,CollectAVProductsInfo,CollectCodeIntegrityInfo,EnableHangWatcher,FilterAdsOnAbusiveSites,GetWifiProtocol,LoginDetection,PreconnectToSearch,SafetyHub,SegmentationPlatform,SpareRendererForSitePerProcess,Ukm,WebPayments,msAITrackerClassification,msAbydosForWindowlessWV2,msAffirmVirtualCard,msAllowChromeWebstore,msAllowMSAPrtSSOForNonMSAProfile,msApplicationGuard,msAskBeforeClosingMultipleTabs,msAutoToggleAADPrtSSOForNonAADProfile,msAutofillEdgeCoupons,msAutofillEdgeCouponsAutoApply,msAutofillEdgeServiceRequest,msAutofillEnableEdgeSuggestions,msAutomaticTabFreeze,msBrowserSettingsSupported,msCoarseGeolocationService,msDataProtection,msDesktopMode,msDesktopRewards,msDisableVariationsSeedFetchThrottling,msEEProactiveHistory,msETFOffstoreExtensionFileDataCollection,msETFPasswordTheftDNRActionSignals,msEdgeAdPlatformUI,msEdgeAddWebCapturetoCollections,msEdgeAutofillShowDeployedPassword,msEdgeCaptureSelectionInPDF,msEdgeCloudConfigService,msEdgeCloudConfigServiceV2,msEdgeCohorts,msEdgeCollectionsPrismExperiment1,msEdgeCollectionsPrismOverallMigration,msEdgeComposeNext,msEdgeEnableNurturingFramework,msEdgeEnclavePrefsBasic,msEdgeEnclavePrefsNotification,msEdgeFaviconService,msEdgeHJTelemetry,msEdgeHubAppSkype,msEdgeImageEditorUI,msEdgeLinkDoctor,msEdgeMouseGestureDefaultEnabled,msEdgeMouseGestureSupported,msEdgeNewDeviceFre,msEdgeOnRampFRE,msEdgeOnRampImport,msEdgePDFCMHighlightUX,msEdgePasswordIris,msEdgePasswordIrisSaveBubble,msEdgeProngPersonalization,msEdgeReadingView,msEdgeRose,msEdgeScreenshotUI,msEdgeSendTabToSelf,msEdgeSettingsImport,msEdgeSettingsImportV2,msEdgeShoppingPersistentStorage,msEdgeShoppingUI,msEdgeSmartFind,msEdgeSuperDragDefaultEnabled,msEdgeSuperDragDropSupported,msEdgeTranslate,msEdgeUpdatesMoreMenuPill,msEdgeWebCapture,msEdgeWebCaptureUniformExperience,msEdgeWebContentFilteringFeedback,msEdgeWorkSearchBanner,msEnableCustomJobMemoryLimitsOnXbox,msEnableMIPForPDF,msEnablePdfUpsell,msEnableThirdPartyScanning,msEnableWebSignInCta,msEnableWebToBrowserSignIn,msEndpointDlp,msEntityExtraction,msExtensionTelemetryFramework,msExternalTaskManager,msFileSystemAccessDirectoryIterationBlocklistCheck,msForceBrowserSignIn,msForeignSessionsPage,msGeolocationAccessService,msGeolocationOSLocationPermissionFallback,msGeolocationSQMService,msGeolocationService,msGrowthInfraLaunchSourceLogging,msGuidedSwitchAllowed,msHubPinPersist,msImplicitSignin,msIrm,msIrmv2,msKlarnaVirtualCard,msLlmConsumerDlpPurview,msLoadStatistics,msLogIsEdgePinnedToTaskbarOnLaunch,msMIPCrossTenantPdfViewSupport,msMdatpWebSiteDlp,msNotificationPermissionForPWA,msNumberOfSitesToPin,msNurturingGlobalSitePinningOnCloseModal,msNurturingSitePinningCITopSites,msNurturingSitePinningWithWindowsConsent,msOnHoverSearchInSidebar,msOpenOfficeDocumentsInWebViewer,msPageInteractionRestrictionRevoke,msPasswordBreachDetection,msPdfAnnotationsVisibility,msPdfDataRecovery,msPdfDigitalSignatureRead,msPdfFreeText,msPdfFreeTextForCJK,msPdfHighlightMode,msPdfInking,msPdfKeyphraseSupport,msPdfOOUI,msPdfPopupMarkerRenderer,msPdfShare,msPdfSharedLibrary,msPdfTextNote,msPdfTextNoteMoreMenu,msPdfThumbnailCache,msPdfUnderside,msPdfViewRestore,msPersonalizationUMA,msPriceComparison,msPromptDefaultHandlerForPDF,msReactiveSearch,msReadAloud,msReadAloudPdf,msRedirectToShoreline,msRevokeExtensions,msSaasDlp,msShoppingTrigger,msShorelineSearch,msShorelineSearchFindOnPageWebUI,msShowOfflineGameEntrance,msShowReadAloudIconInAddressBar,msShowUXForAADPrtSSOForNonAADProfile,msSitePinningWithoutUi,msSuspendMessageForNewSessionWhenHavingPendingNavigation,msSyncEdgeCollections,msTabResourceStats,msTokenizationAutofillInlineEnabled,msTouchMode,msTriggeringSignalGenerator,msUserUnderstanding,msVideoSuperResolutionUI,msWalletBuyNow,msWalletCheckout,msWalletDiagnosticDataLogger,msWalletHubEntry,msWalletHubIntlP3,msWalletPartialCard,msWalletPasswordCategorization,msWalletPasswordCategorizationPlatformExpansion,msWalletTokenizationCardMetadata,msWalletTokenizedAutofill,msWebAssist,msWebAssistHistorySearchService,msWebOOUI,msWindowsUserActivities,msZipPayVirtualCard --variations-seed-version --mojo-platform-channel-handle=5704 /prefetch:12 /pfhostedapp:59b9fb7f56690f2a89e886870b40d2fe9621fa73	C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.94\msedgewebview2.exe
